,,,,,,,,,,,observe : 6137,,,,Not Invest :2643,,,,Not invest  : 1594,,,,Not Invest : 7989,,,,Not Invest : 9650,,,,Not iNvest : 5027,,,,Not Invest : 1590,,,,Invest : 166,,,,Not Invest : 558,,,,Not Invest : 1716,,,,Not Invest : 2932,,,,Not Invest : 2590,,,,Not Invest : 1059,,,,Not Invest : 1037,,,,,,,,Observe : 1434,,,,,
final_date,AARTIIND_close,AARTIIND_low,AARTIIND_moving_avg,AARTIIND_true_false,AIAENG_close,AIAENG_low,AIAENG_moving_avg,AIAENG_true_false,ALKYLAMINE_close,ALKYLAMINE_low,ALKYLAMINE_moving_avg,ALKYLAMINE_true_false,ASIANPAINT_close,ASIANPAINT_low,ASIANPAINT_moving_avg,ASIANPAINT_true_false,ASTRAL_close,ASTRAL_low,ASTRAL_moving_avg,ASTRAL_true_false,ATUL_close,ATUL_low,ATUL_moving_avg,ATUL_true_false,BAJAJFINSV_close,BAJAJFINSV_low,BAJAJFINSV_moving_avg,BAJAJFINSV_true_false,BAJFINANCE_close,BAJFINANCE_low,BAJFINANCE_moving_avg,BAJFINANCE_true_false,COLPAL_close,COLPAL_low,COLPAL_moving_avg,COLPAL_true_false,CUB_close,CUB_low,CUB_moving_avg,CUB_true_false,DABUR_close,DABUR_low,DABUR_moving_avg,DABUR_true_false,DEEPAKNTR_close,DEEPAKNTR_low,DEEPAKNTR_moving_avg,DEEPAKNTR_true_false,DMART_close,DMART_low,DMART_moving_avg,DMART_true_false,GARFIBRES_close,GARFIBRES_low,GARFIBRES_moving_avg,GARFIBRES_true_false,HAVELLS_close,HAVELLS_low,HAVELLS_moving_avg,HAVELLS_true_false,HCLTECH_close,HCLTECH_low,HCLTECH_moving_avg,HCLTECH_true_false,HDFC_close,HDFC_low,HDFC_moving_avg,HDFC_true_false,HDFCBANK_close,HDFCBANK_low,HDFCBANK_moving_avg,HDFCBANK_true_false,HDFCLIFE_close,HDFCLIFE_low,HDFCLIFE_moving_avg,HDFCLIFE_true_false
08-04-2021,NA,NA,NA,NA,1991.25,1954,1764.985,1,6167.85,6040,2746.3225,1,2652.65,2628,2005.955,1,1611.75,1589.7,993.34894,1,8034.95,7904.05,5404.82,1,9705.15,9575.05,7641.0525,1,5072.35,5051,3914.26,1,1587.45,1554.75,1463.06,1,167.2,166,171.68,0,559.7,548.25,492.605,1,1717,1705.1,723.53,1,2941,2890.65,2319.3975,1,2586.05,2566.6,1748.36,1,1059.75,1049,732.1375,1,1037.5,1031.65,706.57,1,2502.55,2485.75,2119.1025,1,1432.8,1430.5,1221.465,1,701.45,697.3,601.67,1
31-03-2021,1317.45,1310.1,1002.03,1,2052.7,1971.05,1742.155,1,5696.7,5650,2476.015,1,2537.4,2531,1954.1325,1,1616.85,1592.1,952.26695,1,7083.05,6940,5180.435,1,9668.6,9450,7511.7725,1,5149.85,5122.95,3827.2675,1,1559.35,1543.3,1447.415,1,155.95,154.65,173.4725,0,540.5,536.65,487.06,1,1656.5,1619.8,651.455,1,2859.05,2830,2250.905,1,2567.15,2480,1671.6225,1,1050.4,1048.25,713.1025,1,982.65,978.65,682.20375,1,2498.1,2490,2102.2975,1,1493.65,1488,1205.52375,1,696.2,681,594.455,1
26-02-2021,1235,1212.65,977.8075,1,1819.25,1785.75,1724.7725,1,5051.4,5030.05,2226.8425,1,2277.2,2260,1903.3175,1,1595.775,1560,908.77446,1,6559.45,6450,5008.3375,1,9648.6,9600,7383.235,1,5264.9,5221,3732.3775,1,1581.2,1555.65,1428.935,1,165.3,162.6,175.36,0,503.1,501,481.3575,1,1368.65,1360,582.52,1,2994.2,2950,2182.0875,1,2585.35,2551,1598.785,1,1105.55,1096,692.8475,1,909.45,905.1,658.935,1,2539.4,2520,2083.4825,1,1534.4,1521,1187.1325,1,700.65,693.95,584.32,1
29-01-2021,1159.25,1136.45,960.50875,1,1954.15,1917,1723.4875,1,4783.4,4705,2015.2775,1,2407.35,2400,1857.365,1,1287.6,1272.3,868.76272,1,6372.6,6324.55,4879.39,1,8722.75,8675.55,7327.0375,1,4734.55,4707.1,3653.1875,1,1603.3,1567.5,1406.26,1,169.25,166.25,177.9975,0,514.55,511.35,476.2275,1,971.55,961.2,528.5925,1,2651.5,2610,2102.2725,1,2251.3,2230,1530.6525,1,1044.75,1035.05,676.8775,1,914,909.5,640.07875,1,2377.8,2364.6,2066.1175,1,1390.5,1364.5,1171.50625,1,677.95,668.15,572.49,1
31-12-2020,1234.8,1207.9,949.275,1,1974.35,1942,1715.2,1,3829.95,3812.65,1817.47,1,2764.5,2725.05,1807.3625,1,1337.138,1274.25,844.14023,1,6430.1,6395,4763.0875,1,8906.35,8840,7300.2975,1,5295.2,5272,3589.815,1,1565.25,1560.2,1383.7125,1,180.1,177,180.135,0,534,532.15,470.2975,1,941.85,918.7,495.7725,1,2763.6,2670,2035.8525,1,2268.55,2222,1477.6875,1,916.15,900.55,662.0375,1,946.15,935,621.6925,1,2558.65,2504.4,2056.36,1,1436.3,1425.05,1162.615,1,676.5,669.55,560.675,1
27-11-2020,1155.3,1103.1,928.10125,1,1856.35,1828.5,1707.2175,1,4015,3673,1668.2275,1,2215.3,2165,1742.295,1,1102.088,1087.688,814.25984,1,6310.35,6155.55,4612.915,1,8758.8,8680,7231.0025,1,4908.8,4785.15,3479.8525,1,1513.7,1480.6,1365.8575,1,186.05,174,181.27,0,499.8,496.65,463.5025,1,865.1,800,461.885,1,2289.2,2220.05,1962.4475,1,2227.05,2135.15,1418.5325,1,801.4,796,654.9625,1,822.1,814.35,603.96875,1,2256.25,2202.2,2028.18,1,1440.85,1415.55,1148.73625,1,646.8,642.15,547.0775,1
30-10-2020,1000.55,989.1,909.2175,1,1699.2,1690.6,1706.2575,0,2967.65,2956,1509.27,1,2211.5,2195.5,1706.38,1,842.8877,840.0002,793.58945,1,6008.6,5975,4474.0575,1,5573.5,5511.05,7140.69,0,3309,3252.85,3384.205,0,1516.7,1506,1352.7675,1,147.7,147,182.035,0,511.45,508.05,459.06,1,742.25,738,432.3725,1,2239.9,2195.75,1921.6125,1,1884.15,1850,1362.9325,1,727.9,711.8,652.92,1,841.95,833,589.93625,1,1923.55,1906.85,2012.59,0,1183.55,1176.35,1134.26375,1,589.75,584,533.315,1
30-09-2020,1014.95,1008,893.9425,1,1848.55,1742.1,1707.0675,1,3208.95,3195,1396.425,1,1986.4,1958.15,1666.065,1,918.6002,862.6127,783.863075,1,6112.3,6058,4341.975,1,5852.35,5820,7185.1375,0,3278.6,3260,3351.205,0,1433.5,1412.5,1339.755,1,139.75,135.1,183.8225,0,510.55,496.3,455.39,1,821.2,816.55,406.8875,1,2203.15,2115,1882.4075,1,2132.75,2052.9,1321.3475,1,677.85,664,652.2925,1,811.6,807.1,574.18625,1,1740.05,1703.2,2008.4725,0,1078.6,1052,1127.025,0,559.4,555.95,521.44,1
31-08-2020,1047.7,1040,883.83625,1,1801.65,1785.45,1695,1,3103.95,3011,1273.5575,1,1899.1,1881.25,1637.375,1,841.5377,807.0002,771.869075,1,5780.45,5550,4209.67,1,6190.35,6135,7197.115,0,3487.8,3465,3316.0175,1,1363.25,1353,1332.085,1,135,134,186.385,0,474.6,470.9,452.045,1,683.45,663,376.795,1,2251.25,2195,1840.9925,1,1803.55,1765.3,1270.9775,1,615.55,613,654.0725,0,694.4,686,558.73625,1,1832.6,1797.55,2017.5875,0,1115.85,1100.7,1125.09375,0,574.8,567.05,512.05,1
31-07-2020,990.4,950.45,867.54375,1,1654.15,1642,1688.775,0,2249.2,2233.05,1158.5225,1,1715.5,1710.4,1611.0725,1,723.3752,701.3627,763.6172,0,5053.95,5000.95,4092.495,1,6205.9,6120,7211.445,0,3251.3,3181.25,3273.885,0,1423.3,1413.55,1331.1,1,121.2,120.8,189.3875,0,513.55,494.05,449.8475,1,643.15,606.35,353.6775,1,2063.45,2033.05,1808.7625,1,1672.85,1669,1241.285,1,583.15,575.05,657.87,0,705.2,696,548.125,1,1781.95,1759,2024.375,0,1032.8,1020.05,1122.34375,0,627.1,619.05,502.6675,1
30-06-2020,931.4,915,853.92125,1,1606.95,1594.6,1691.06,0,2107.25,2100,1084.3225,1,1687.45,1681.65,1592.595,1,715.9127,706.0876,758.598945,0,4550.85,4444.05,4013.265,1,5845.15,5815.8,7200.8675,0,2831,2816,3238.205,0,1406.7,1392,1320.9175,1,121.3,120.3,192.045,0,465.95,462.5,444.625,1,475.05,473.65,334.4025,1,2317.15,2288,1780.215,1,1368.3,1350,1216.2175,1,579.5,575.5,662.9475,0,556.85,553.25,538.24,1,1754.65,1747.2,2034.7275,0,1065.85,1056.3,1123.915,0,549,537,491.1475,1
29-05-2020,976.15,963.05,839.8075,1,1663.85,1598,1696.3575,0,2003.65,1990,1009.45,1,1683.1,1633.1,1569.7425,1,658.2001,628.8752,752.243815,0,4512.55,4375,3950.955,1,4404.9,4201.5,7178.8425,0,1953.65,1891,3215.7825,0,1391.5,1295,1306.4575,0,135.6,127.45,194.485,0,466.45,440.3,440.565,0,498.1,491,323.075,1,2269.35,2229,1731.255,1,1435.75,1370,1207.2825,1,496.25,485.8,666.2625,0,550.25,536.7,536.7875,0,1658.9,1590.9,2035.4575,0,951.65,923.45,1118.41625,0,523.2,511.75,482.3125,1
30-04-2020,1102.4,1082,820.055,1,1608.15,1556.95,1702.07,0,1790,1775.9,937.97,1,1758.7,1741,1550.2525,1,705.0752,667.8002,748.871815,0,4852.45,4825,3883.6,1,5104.35,5050.85,7258.9075,0,2318.1,2291.15,3226.5,0,1459.1,1442.5,1290.955,1,144.35,132.75,196.5925,0,489.3,478.25,438.5875,1,506.15,501,312.95,1,2383.65,2325,1687.585,1,1277.8,1267.85,1191.7325,1,563.5,544.7,671.175,0,543.55,501,536.47,0,1916,1855.5,2040.2375,0,1001.8,992.1,1120.985,0,501.05,493.15,475.7325,1
31-03-2020,766.75,725.15,799.31,0,1393.25,1250,1709.6,0,1203.3,1180,881.035,1,1666.5,1601.8,1530.94,1,702.6377,661.5377,746.81006,0,3988.45,3855,3802.5925,1,4591.2,4430,7341.08,0,2215.8,2100,3253.425,0,1252.7,1221.35,1276.45,0,129.05,118.8,199.5025,0,450.05,430.45,438.06,0,385.05,369,300.705,1,2187.5,2150,1648.6275,1,1074.25,1025,1192.7375,0,480.45,458.05,679.2625,0,436.4,425.3,535.45375,0,1633.1,1582,2041.235,0,861.9,838,1122.425,0,441.35,414.4,473.7675,0
28-02-2020,976.05,951,791.585,1,1788.65,1740.25,1722.4375,1,1511.15,1468.95,852.5575,1,1797.95,1783.15,1520.185,1,858.3002,843.7502,745.161185,1,5143.65,4801,3745.425,1,9050.75,8825.05,7460.385,1,4465.85,4311.75,3277.53,1,1285.4,1280.5,1271.0775,1,215.25,213.8,201.645,1,496.1,492,436.635,1,461.9,458,293.535,1,2323.95,2180,1621.9975,1,1573.4,1488.9,1197.4125,1,613.05,610,686.96,0,534.35,531.2,537.76125,0,2175.75,2162.3,2059.3225,1,1177.65,1170.1,1133.8175,1,544.1,541.25,476.835,1
31-01-2020,985.1,951,773.5075,1,1776.2,1726.4,1708.01,1,1312.75,1308,809.215,1,1795.65,1788.7,1493.51,1,917.5128,896.2502,732.47868,1,4913.5,4868.1,3620.8175,1,9441.4,9410,7298.9025,1,4365.9,4333.8,3169.055,1,1328.55,1324.25,1266.05,1,231.25,230,199.277955,1,495.75,480.05,431.4025,1,383.6,377.05,282.6325,1,2133.95,2061,1580.07,1,1493.35,1440.3,1170.8875,1,602.8,600.2,683.475,0,591.4,589.6,534.2,1,2414,2404.5,2045.94,1,1226.3,1220.25,1127.64625,1,599.2,597.3,472.4375,1
31-12-2019,830.75,810,755.365,1,1649.5,1629,1696.3125,0,1085,1070.05,776.16,1,1784.95,1781.1,1468.96,1,882.6752,854.2127,717.65605,1,4050.8,4050,3516.36,1,9393.35,9379,7128.945,1,4234.75,4218.6,3056.255,1,1462.9,1457,1262.6075,1,233.95,232.1,196.640455,1,458.4,457.5,425.78,1,373.1,368.2,275.66,1,1838.35,1827.05,1551.98,1,1203.5,1173.25,1143.9425,1,647.15,646.25,680.5425,0,568.1,565.05,527.38875,1,2412.55,2406.55,2016.89,1,1272.1,1268.65,1119.8175,1,626.05,620.75,467.035,1
29-11-2019,843.65,825,747.41375,1,1644.25,1626.05,1686.03,0,1071.7,1055.05,757.675,1,1706.15,1677.35,1439.7975,1,850.4627,833.2502,702.028295,1,4046.3,4032.05,3461.0875,1,9110.25,9095.3,6933.4075,1,4074.2,4062.35,2939.9025,1,1474.2,1453.85,1245.6225,1,224.8,221.5,193.299775,1,459.1,457.3,421.33,1,336.9,335.55,270.465,1,1822.5,1812,1534.595,1,1206.15,1200,1132.92,1,667.45,660,675.5475,0,563.825,562.55,525.3025,1,2297.25,2280.1,1990.425,1,1274.95,1252,1104.82,1,571.5,570.2,461.635,1
31-10-2019,876.5,860,733.90125,1,1733.25,1702,1675.8875,1,887.7,875,733.7925,1,1809.6,1803.5,1410.51,1,837.7127,832.5002,686.299665,1,4295.25,4238.85,3389.4425,1,8134.35,8100,6736.4725,1,4027.55,3995,2824.57,1,1549.2,1534,1224.7575,1,211.9,207.45,189.89841,1,461.95,458.15,414.795,1,341.2,338.1,266.015,1,1994.65,1980,1509.71,1,1170.6,1143.05,1118.6525,1,691.85,685.45,666.5675,1,581.375,569.275,521.32625,1,2131.9,2103.65,1966.8425,1,1230.35,1227.1,1088.225,1,626.2,622,455.7825,1
30-09-2019,800.7,797,719.4025,1,1784.05,1750.45,1661.205,1,879.9,861.65,720.75,1,1762.15,1737.05,1375.9175,1,860.8877,849.7502,671.610535,1,3996.8,3971.25,3309.055,1,8513,8410.35,6582.34,1,4046.05,4031,2705.205,1,1503.95,1492.05,1199.3525,1,218.65,212.5,187.248865,1,447.25,442.05,407.95,1,298.85,297.4,261.9925,1,1860.6,1832.2,1477.385,1,1185.35,1180,1107.3825,1,718.3,709.05,657.3575,1,540.3,521.525,515.765,1,1977.05,1970.05,1950.6825,1,1227.45,1216.5,1073.8125,1,601.15,585,447.5325,1
30-08-2019,795.75,778.5,705.78625,1,1534.65,1519.05,1648.795,0,761.7,755,711.9825,1,1616.2,1595.1,1344.225,1,790.1102,771.0002,652.528655,1,3547.25,3480.25,3244.8375,1,7119.55,6965,6397.3075,1,3332.5,3260,2586.795,1,1274.55,1251.1,1180.2225,1,203.05,192.1,183.53,1,448.8,444,403.3675,1,275.5,275,260.955,1,1571.15,1555.4,1443.3375,1,1051.3,1020,1099.12,0,679.05,662.5,647.56,1,550.175,541.6,513.41375,1,2166.45,2118,1949.645,1,1113.975,1111,1062.5825,1,557.15,542,438.825,1
31-07-2019,833,808.525,694.34625,1,1705.05,1700,1649.58,1,713.25,692.55,707.3725,0,1521.1,1495.15,1321.34,1,747.0002,729.6002,638.36265,1,3641.1,3630.35,3204.26,1,7097.85,6895,6302.85,1,3252.05,3160.1,2508.005,1,1189.75,1160.15,1171.495,0,193.7,190.5,181.550225,1,426.45,415.7,398.4125,1,277.8,270.2,258.755,1,1482.7,1440,1423.8475,1,1110.4,1101,1094.5925,1,645.3,622.65,641.73,0,517.275,501.475,508.1675,0,2121.8,2107.7,1926.8425,1,1125.825,1117.125,1053.69375,1,493.5,477.25,430.2675,1
28-06-2019,889.025,882.5,675.48625,1,1793.55,1745,1638.005,1,820.1,810.1,701.2175,1,1358.15,1350.1,1302.6225,1,795.5402,790.6802,626.365645,1,3980.5,3945.05,3150.3525,1,8524.65,8423.8,6208.6625,1,3681.1,3629.7,2431.755,1,1127.7,1122,1163.84,0,218.05,214.6,179.47659,1,400.5,394.3,394.305,0,290.1,286.6,255.2975,1,1397.9,1380,1405.6175,0,1222.7,1210.45,1084.7875,1,786.15,782.65,634.93,1,532.325,529.35,503.50375,1,2192.1,2177.65,1904.5375,1,1221.875,1218.525,1043.745,1,464.05,456.35,424.1675,1
31-05-2019,934.575,920.05,654.8675,1,1788.4,1767.3,1617.1575,1,827.25,819.55,691.1025,1,1407.3,1381,1293.7575,1,795.1502,755.4002,609.43964,1,4046.55,3880.3,3071.215,1,8187.95,8152.65,6032.9475,1,3467.1,3448.7,2337.73,1,1152.35,1141.85,1160.6875,0,212,211.1,175.91727,1,395.95,394.85,390.9225,1,315.15,311.6,251.65,1,1323.1,1305,1392.7525,0,1192,1139.9,1070.5525,1,747.95,722.25,619.86,1,546.275,540.025,498.2825,1,2182.65,2140.05,1880.3025,1,1212.675,1178.4,1027.86375,1,441.65,436.05,NA,NA
30-04-2019,811.325,801,630.4625,1,1814.7,1751.5,1594.1725,1,845.1,825,671.37,1,1463.15,1455.3,1279.9775,1,739.5302,726.0002,591.844635,1,3426.65,3401.1,2988.3925,1,7520.45,7449.15,5881.2725,1,3095.95,3040,2256.2775,1,1208.15,1189.75,1156.4075,1,202.8,198.25,172.694545,1,398.1,397,386.375,1,264.1,262.5,245.595,1,1295.5,1275,1380.52,0,1085.45,1062.65,1054.9425,1,774.65,760,606.62,1,591.675,570,492.83875,1,1995.05,1954.2,1858.2775,1,1158.725,1139.2,1012.3725,1,404.55,395,NA,NA
28-03-2019,777.625,768.775,611.6,1,1837.15,1763,1568.9925,1,835.85,831.05,649.94,1,1497,1473.5,1265.2475,1,688.6802,684.0602,575.46163,1,3533.2,3475,2926.255,1,6952.55,6857.5,5780.3925,1,2995.85,2940.05,2190.575,1,1251.9,1250,1151.6275,1,201.35,200.3,169.77727,1,410.95,407.45,382.225,1,274.85,272.8,241.3175,1,1472.5,1468,1367.735,1,1115.05,1080,1042.84,1,760.55,747.6,592.305,1,541.45,525,484.8875,1,1944.45,1912.05,1847.37,1,1151.4,1143.925,998.8475,1,371.55,368.1,NA,NA
28-02-2019,695.05,676.8,597.02,1,1715.4,1705.65,1549.65,1,710.75,705.1,628.46,1,1405.2,1401.45,1248.4825,1,648.3602,642.0002,559.768625,1,3366.95,3299.3,2859.5375,1,6462.45,6413.1,5682.3575,1,2649,2630,2125.9375,1,1256.45,1247.15,1143.01,1,183.45,177.9,167.72568,1,438.05,433,377.1775,1,232.55,226.1,235.69,0,1455.8,1446.5,1340.095,1,1052.45,1040,1031.4675,1,715.35,695.55,577.9175,1,526.95,523.85,480.1375,1,1841.2,1834.6,1839.61,0,1038.775,1036.6,985.8875,1,352.25,348.15,NA,NA
31-01-2019,812.825,804.275,585.1875,1,1607.2,1590.5,1533.645,1,751.6,740,611.8325,1,1412.6,1391.05,1233.37,1,678.7202,667.7402,547.95912,1,3466.2,3450,2811.9225,1,6091.9,6050,5565.17,1,2574.85,2526,2062.1425,1,1280.1,1274.9,1135.73,1,191,189.8,165.86103,1,443.65,427.2,369.88,1,219.35,208.25,232.1325,0,1374.85,1367.25,1308.06,1,1125.35,1082,1019.6275,1,713.45,692.1,565.15,1,502.6,493.375,475.0625,1,1922.35,1877.3,1828.2975,1,1039.975,1011,975.25,1,371.6,363,NA,NA
31-12-2018,721.85,712.6,566.55375,1,1677.15,1654.55,1526.8875,1,803.25,752.45,593.4625,1,1373.05,1367.3,1220.3,1,676.5002,673.8002,532.221115,1,3436.95,3408.05,2764.1175,1,6476.95,6436.2,5470.175,1,2645.15,2635.6,1999.7475,1,1343.55,1320.2,1122.4525,1,195.05,188.2,163.383345,1,430.65,428.95,361.695,1,221.1,218.55,228.2275,0,1606.65,1595,1276.575,1,1209.7,1176,1003.055,1,691.5,688.9,553.8475,1,482.175,477.8,471.53875,1,1968.35,1961.55,1810.6725,1,1060.85,1058.35,964.15625,1,387.15,385.6,NA,NA
30-11-2018,717.95,700,552.40625,1,1699.85,1585,1518.38,1,765.2,750.05,578.4025,1,1345.95,1342.15,1207.67,1,623.0101,612.6602,514.97411,1,3469.35,3412,2714.43,1,5994.35,5960,5375.11,1,2537.7,2507.05,1931.3,1,1219.65,1202,1107.0625,1,174.35,173.05,160.44076,1,409.1,406.55,354.5,1,257.65,247,224.015,1,1492.5,1438,1233.0675,1,1171.5,1083.8,980.195,1,684.7,675.8,543.4675,1,507.5,502.125,467.7825,1,1989,1962.8,1789.1125,1,1064.225,1055,949.77625,1,396.7,392.55,NA,NA
31-10-2018,649.125,625,535.6475,1,1712.9,1682.35,1512.78,1,609.8,593.65,562.7625,1,1230.4,1183.85,1194.0475,0,588.8101,540.0302,500.25311,1,3304.65,3230.1,2660.555,1,5404.65,5241,5280.3125,0,2382.55,2306.9,1862.97,1,1117.5,1097.5,1095.855,1,170.1,168.5,157.987725,1,384.75,379.5,347.9125,1,248.5,239.3,217.695,1,1337.95,1263.05,1190.335,1,1189.6,1150.05,957.1125,1,645.8,633.75,532.52,1,527.8,501,464.27625,1,1769.25,1677.1,1764.7675,0,955.875,942.5,932.62875,1,372.3,365.1,NA,NA
28-09-2018,581.1,550,522.525,1,1778.1,1723.3,1501.1825,1,574.05,571,550.735,1,1293.3,1286,1183.7375,1,590.7601,546.0601,484.31261,1,3165.45,3110,2606.7375,1,6006.2,5885,5205.7875,1,2168,2117,1799.2525,1,1081.45,1055.4,1084.9925,0,177.75,174.6,155.445535,1,426.9,416.55,342.52,1,295.6,273.45,210.6425,1,1395.95,1340.25,NA,NA,1124.75,1110.05,932.0225,1,594.5,581.85,520.535,1,543.9,542.75,458.88875,1,1754.5,1736,1744.8075,0,1003.025,988.575,919.5875,1,391.6,390.1,NA,NA
31-08-2018,687.5,677.275,511.4275,1,1758.75,1710,1479.995,1,651.3,645.3,537.84,1,1372.45,1364.2,1167.6075,1,663.8401,660.6002,466.33511,1,3232.3,3215,2561.955,1,6747.8,6725,5067.77,1,2856.6,2841.1,1742.6975,1,1169,1149.8,1075.3025,1,202.55,200.05,152.75845,1,478.75,475.05,334.975,1,261.25,255,201.2225,1,1604.5,1585.25,NA,NA,1297.9,1240,905.0475,1,725.25,709.05,511.8125,1,523.225,509.75,451.9725,1,1935.95,1908.05,1725.375,1,1030.6,1029.125,901.6025,1,461.75,461.1,NA,NA
31-07-2018,612.25,607.8,494.17625,1,1650,1633.5,1456.8625,1,633.75,622,520.5875,1,1451.4,1426,1143.5375,1,669.6602,653.4001,444.99011,1,2845.1,2740,2504.235,1,6977.3,6855,4875.1225,1,2697.9,2668.05,1641.9775,1,1145.25,1123,1062.0825,1,171.9,166.05,147.967725,1,421.55,384.65,324.945,1,241.65,237.7,192.76,1,1654.9,1625,NA,NA,1167.75,1153.65,870.7525,1,634.4,618,492.6625,1,482.55,473.675,446.51,1,1994.85,1971,1691.7075,1,1089.75,1075.025,880.2275,1,502.7,488,NA,NA
29-06-2018,614.5,600,481.68625,1,1500.1,1484.6,1441.1,1,644.3,610.05,504.3875,1,1264.45,1252.15,1119.4625,1,604.6501,597.0601,423.561105,1,2651.5,2610,2473.7175,1,5821.1,5808,4675.7575,1,2296.35,2270.6,1553.0725,1,1184.85,1154.5,1051.505,1,167.9091,166.8182,144.93884,1,391.45,386.5,318.045,1,243.85,240.5,185.3625,1,1485.4,1438.6,NA,NA,1042.9,1020.35,843.6275,1,543.35,523.1,478.16,1,463.125,456.675,442.4775,1,1908.1,1873,1655.12,1,1054.225,1052.55,855.73,1,456.15,454,NA,NA
31-05-2018,622.25,608.4,469.88625,1,1542.25,1536.5,1430.735,1,651.65,642.6,489.205,1,1304.65,1287,1109.735,1,621.0602,584.0402,406.762605,1,2824.35,2755.55,2456.6075,1,6042.25,5930.8,4553.8625,1,2109.9,2101,1491.8825,1,1259.7,1248.05,1040.92,1,178.5,166.8636,142.70661,1,383.3,380.75,313.05,1,244.15,241.5,178.745,1,1572.15,1506.5,NA,NA,954.45,930.5,819.055,1,544.15,542.9,471.3475,1,455.175,450.525,438.4,1,1833,1797.2,1629.3,1,1069.725,1040,834.495,1,491.15,486.4,NA,NA
30-04-2018,671.725,663.5,454.29,1,1443.85,1430.05,1418.095,1,715.3,707,472.1975,1,1201.7,1182.4,1102.5375,1,570.1201,544.2302,388.8961,1,2945.35,2860,2429.6075,1,5482.6,5401.1,4405.2275,1,1907.7,1894.8,1439.1825,1,1123.2,1101.35,1026.4675,1,167.1364,165.0909,139.24029,1,369.4,367,307.445,1,269.2,266.45,172.49,1,1490.65,1485.9,NA,NA,983.05,963.4,797.59,1,547.25,546.1,465.05,1,526.375,522.525,435.63875,1,1883.25,1862.55,1607.3225,1,972.15,964.4,812.83,1,518.05,514.3,NA,NA
28-03-2018,573.4,559.1,436.19125,1,1441.4,1406,1409.98,0,594.05,570.1,452.2375,1,1120.4,1115,1100.3475,1,535.8901,522.0001,374.6461,1,2613.4,2609.95,2393.6625,1,5171.55,5021.55,4279.4625,1,1767.55,1760.8,1398.853,1,1056.9,1040,1017.725,1,156.7727,150.2273,136.32562,1,328.4,322.7,303.505,1,247.9,246.8,164.7025,1,1324.8,1310,NA,NA,920.8,901.6,772.185,1,487.85,486.2,458.5675,1,484.3,477.525,428.78375,1,1825.6,1812.75,1583.4325,1,943.05,938.025,796.5025,1,454.45,442.5,NA,NA
28-02-2018,586.525,568.5,421.39625,1,1439.6,1430,1389.36,1,626.85,624.4,439.405,1,1117.75,1099.25,1100.035,0,543.9301,511.2001,363.2116,1,2687.5,2660,2359.075,1,5051.7,5030.2,4157.08,1,1640.25,1629,1362.33875,1,1041.1,1029,1011.5475,1,158.9091,154.8182,133.852685,1,325.05,323.65,302.265,1,260.75,255.15,157.455,1,1348.15,1330.5,NA,NA,945.2,936.85,748.79,1,507.65,505.05,453.6575,1,470.15,467.9,423.3925,1,1808.7,1803.6,1560.8775,1,942.1,939,780.505,1,461.2,460,NA,NA
31-01-2018,528.375,507.45,405.08375,1,1535.85,1525,1368.8175,1,704.55,700.05,426.23,1,1128.3,1124,1094.3125,1,479.2501,458.4301,350.1166,1,2712.45,2695.1,2327.225,1,4812.35,4736.45,4020.575,1,1677.85,1645,1320.30975,1,1121.35,1116.65,1005.4175,1,144.2727,143.6364,130.7171475,1,355.6,346.65,301.445,1,278.1,274.25,148.7325,1,1179.65,1172.05,NA,NA,1020.1,1003,721.195,1,522.35,518.1,446.27,1,493.275,490.85,418.14625,1,1956.3,1918,1533.1225,1,1002.85,993.5,762.81125,1,427,395.3,NA,NA
29-12-2017,566.95,542.5,391.64875,1,1550.35,1540,1339.085,1,669.5,656,406.505,1,1158.5,1142.05,1087.14,1,506.7901,496.0801,339.4846,1,2735.7,2720,2285.555,1,5230.4,5185.25,3870.99,1,1756.7,1748.15,1274.36125,1,1100,1082,992.4175,1,163.4545,160.4545,127.906405,1,349.7,345,298.15,1,231.5,230.3,138.945,1,1181.35,1148,NA,NA,960.75,943,688.37,1,562.45,550.65,438.3775,1,445.25,437.5,411.9775,1,1710.4,1697.55,1497.1925,1,936.2,934.075,742.21625,1,386,375.65,NA,NA
30-11-2017,455.8,453.625,376.6025,1,1473.55,1432.05,1311.1125,1,590.15,587.05,388.5575,1,1146.75,1141.35,1072.5275,1,507.0601,499.9801,327.4261,1,2562.95,2529.95,2238.8175,1,5214.1,5151,3703.2375,1,1727.05,1722.35,1220.67175,1,1036.65,1032,979.46,1,152.2273,146.9091,123.613845,1,344.3,336.4,294.455,1,208.65,207.1,130.8725,1,1118.1,1110.85,NA,NA,914.3,903,658.0375,1,509.3,506.95,426.865,1,424,421.15,408.4725,1,1675.7,1667.95,1466.095,1,926.85,920,723.715,1,371.5,370.8,NA,NA
